# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu;
# Wed Apr  1 11:51:09 2026;
#;
# User preference: * 6151;
#;
# COLUMN pl_name:        Planet Name;
# COLUMN hostname:       Host Name;
# COLUMN pl_letter:      Planet Letter;
# COLUMN hd_name:        HD ID;
# COLUMN sy_snum:        Number of Stars;
# COLUMN sy_pnum:        Number of Planets;
# COLUMN disc_year:      Discovery Year;
# COLUMN pl_orbper:      Orbital Period [days];
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au];
# COLUMN pl_rade:        Planet Radius [Earth Radius];
# COLUMN pl_radj:        Planet Radius [Jupiter Radius];
# COLUMN pl_orbeccen:    Eccentricity;
# COLUMN pl_insol:       Insolation Flux [Earth Flux];
# COLUMN pl_eqt:         Equilibrium Temperature [K];
# COLUMN pl_orbincl:     Inclination [deg];
# COLUMN st_spectype:    Spectral Type;
# COLUMN st_teff:        Stellar Effective Temperature [K];
# COLUMN st_rad:         Stellar Radius [Solar Radius];
# COLUMN st_mass:        Stellar Mass [Solar mass];
# COLUMN st_met:         Stellar Metallicity [dex];
# COLUMN st_age:         Stellar Age [Gyr];
# COLUMN rastr:          RA [sexagesimal];
# COLUMN ra:             RA [deg];
# COLUMN decstr:         Dec [sexagesimal];
# COLUMN dec:            Dec [deg];
# COLUMN glat:           Galactic Latitude [deg];
# COLUMN glon:           Galactic Longitude [deg];
# COLUMN elat:           Ecliptic Latitude [deg];
# COLUMN elon:           Ecliptic Longitude [deg];
# COLUMN sy_dist:        Distance [pc];
# COLUMN sy_plx:         Parallax [mas];
#;
pl_name,hostname,pl_letter,hd_name,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_met,st_age,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_dist,sy_plx;
Kepler-1954 b,Kepler-1954,b,,1,1,2021,5.88343000400,0.0625000000,1.80235934,0.16079601,0.000000,192.0900,949.00,88.75000,,5840.00,0.849000,0.942000,-0.2400,,19h52m00.70s,298.0029203,+43d21m16.52s,43.3545882,8.27850,77.75717,62.27996,317.21406,1373.83000000,0.7009100;
Kepler-1955 b,Kepler-1955,b,,1,1,2021,14.26519966000,0.1195900000,1.16654878,0.10407269,0.000000,114.3000,853.00,89.29000,,5825.00,1.291000,1.049000,0.1400,4.3700,19h58m08.34s,299.5347603,+40d28m39.91s,40.4777528,5.83975,75.83798,59.18671,317.05150,449.35100000,2.1970400;
Kepler-1956 b,Kepler-1956,b,,1,1,2021,5.94371986400,0.0563000000,1.08940238,0.09719014,0.000000,48.8200,674.00,89.54000,,4391.00,0.682000,0.671000,0.0400,,19h38m29.00s,294.6208506,+49d53m39.19s,49.8942190,13.40876,82.51464,69.17867,319.02473,360.46800000,2.7456500;
Kepler-1957 b,Kepler-1957,b,,1,1,2021,2.18661999700,0.0299000000,0.94374867,0.08419576,0.000000,345.0700,1099.00,82.31000,,4904.00,0.772000,0.745000,0.0000,,19h34m50.74s,293.7114360,+47d53m14.81s,47.8874467,13.05570,80.39441,67.64450,315.14863,460.89900000,2.1409700;
Kepler-1958 b,Kepler-1958,b,,1,1,2021,9.32861995700,0.0856000000,2.05124311,0.18299997,0.000000,99.6000,806.00,89.96000,,5749.00,0.864000,0.961000,-0.1000,,19h16m25.00s,289.1041643,+41d41m24.41s,41.6901138,13.35500,73.20660,62.98661,302.55022,1320.38000000,0.7289470;
Kepler-1959 b,Kepler-1959,b,,1,1,2021,6.38669014000,0.0617000000,1.14315727,0.10198584,0.000000,102.2500,811.00,89.98000,,5071.00,0.811000,0.768000,-0.0200,,19h44m05.35s,296.0223010,+44d43m57.61s,44.7326691,10.19197,78.27790,64.11300,315.54543,479.26300000,2.0579900;
Kepler-196 b,Kepler-196,b,,1,3,2014,20.73988600000,0.1380000000,1.90000000,0.17000000,0.000000,20.7350,536.00,88.68000,,5128.00,0.782000,0.839000,0.0300,3.0900,18h59m52.44s,284.9685077,+42d04m44.84s,42.0791214,16.33606,72.31497,64.16811,296.09775,451.31200000,2.1869200;
Kepler-196 c,Kepler-196,c,,1,3,2014,47.42773700000,0.2400000000,2.24000000,0.20000000,0.000000,6.8800,407.00,89.27000,,5128.00,0.782000,0.839000,0.0300,3.0900,18h59m52.44s,284.9685077,+42d04m44.84s,42.0791214,16.33606,72.31497,64.16811,296.09775,451.31200000,2.1869200;
Kepler-196 d,Kepler-196,d,,1,3,2021,122.08000180000,0.4545000000,2.66065673,0.23736830,0.000000,1.8000,297.00,89.40000,,5132.00,0.770000,0.805000,-0.0600,3.0900,18h59m52.44s,284.9685077,+42d04m44.84s,42.0791214,16.33606,72.31497,64.16811,296.09775,451.31200000,2.1869200;
Kepler-1960 b,Kepler-1960,b,,1,1,2021,2.29794001600,0.0354000000,1.30749704,0.11664727,0.000000,1352.1400,1547.00,89.01000,,6371.00,1.072000,1.117000,-0.1800,,19h38m47.26s,294.6969361,+46d43m12.74s,46.7202043,11.93494,79.63280,66.30493,315.45693,1527.56000000,0.6261800;
Kepler-1961 b,Kepler-1961,b,,1,1,2021,5.60471010200,0.0588000000,1.61878080,0.14441820,0.000000,132.9800,866.00,89.14000,,5401.00,0.777000,0.871000,-0.1600,,19h05m19.22s,286.3300783,+39d40m59.26s,39.6831276,14.45986,70.43639,61.59712,297.05516,1042.45000000,0.9311910;
Kepler-1962 b,Kepler-1962,b,,1,1,2021,7.99145984600,0.0783000000,1.21463929,0.10836305,0.000000,155.9500,901.00,81.62000,,5700.00,1.006000,1.003000,0.1600,,19h18m11.62s,289.5483989,+40d09m50.92s,40.1641457,12.40847,71.93138,61.42798,302.31635,866.82600000,1.1252300;
Kepler-1963 b,Kepler-1963,b,,1,1,2021,1.96226000800,0.0291500000,0.74437023,0.06640838,0.000000,612.3000,1448.00,89.06000,,5726.00,0.979000,0.915000,-0.1000,4.0700,19h46m21.00s,296.5875182,+47d12m25.66s,47.2071290,11.01842,80.68423,66.19367,318.87016,492.84700000,2.0001700;
Kepler-1964 b,Kepler-1964,b,,1,1,2021,2.44082999200,0.0322000000,1.78105870,0.15889569,0.000000,223.8000,986.00,75.89000,,4803.00,0.698000,0.752000,-0.0800,,19h48m14.11s,297.0588033,+49d28m42.37s,49.4784362,11.81648,82.87706,68.06282,322.28967,,;
Kepler-1965 b,Kepler-1965,b,,1,1,2021,41.86869812000,0.2297100000,1.35415138,0.12080950,0.000000,13.8000,492.00,87.73000,,5852.00,0.837000,0.928000,-0.3000,4.5700,19h30m03.53s,292.5147146,+38d01m19.15s,38.0219872,9.39733,71.00921,58.71673,305.51156,521.79100000,1.8877200;
Kepler-1966 b,Kepler-1966,b,,1,1,2021,8.61742973300,0.0763000000,1.10479327,0.09856322,0.000000,68.2800,733.00,89.86000,,5009.00,0.840000,0.797000,0.1600,,19h29m51.31s,292.4637788,+41d17m56.56s,41.2990438,10.91713,73.95914,61.84722,307.47063,484.60100000,2.0374600;
Kepler-1967 b,Kepler-1967,b,,1,1,2021,7.28169012100,0.0668600000,0.73022577,0.06514649,0.000000,57.1000,1086.00,84.96000,,4970.00,1.806000,0.996000,0.3200,6.9200,19h56m33.03s,299.1376276,+43d29m54.50s,43.4984724,7.63779,78.30027,62.07547,318.95210,249.10200000,3.9855100;
Kepler-1968 b,Kepler-1968,b,,1,1,2021,7.28109979600,0.0696000000,1.50004034,0.13382487,0.000000,72.1600,744.00,89.72000,,5008.00,0.788000,0.844000,0.1800,,19h26m01.93s,291.5080318,+45d22m12.34s,45.3700933,13.32569,77.39076,65.91259,309.12693,750.93000000,1.3040000;
Kepler-1969 b,Kepler-1969,b,,1,1,2021,6.64752006500,0.0717000000,1.68161001,0.15002345,0.000000,235.8900,999.00,89.47000,,6046.00,1.007000,1.111000,0.0700,,19h39m08.22s,294.7842662,+49d29m31.40s,49.4920557,13.13472,82.19331,68.77330,318.76639,1204.54000000,0.8020130;
Kepler-197 b,Kepler-197,b,,2,4,2014,5.59930800000,0.0600000000,1.02000000,0.09100000,0.020000,431.2560,1142.00,79.07000,,6004.00,1.120000,0.857000,-0.4410,5.3700,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,13.35928,83.30414,69.57907,320.89119,330.57500000,2.9962800;
Kepler-197 c,Kepler-197,c,,2,4,2014,10.34969500000,0.0900000000,1.23000000,0.11000000,0.080000,189.9650,930.00,83.51000,,6004.00,1.120000,0.857000,-0.4410,5.3700,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,13.35928,83.30414,69.57907,320.89119,330.57500000,2.9962800;
Kepler-197 d,Kepler-197,d,,2,4,2014,15.67756300000,0.1190000000,1.22000000,0.10900000,0.030000,109.0910,810.00,84.55000,,6004.00,1.120000,0.857000,-0.4410,5.3700,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,13.35928,83.30414,69.57907,320.89119,330.57500000,2.9962800;
Kepler-197 e,Kepler-197,e,,2,4,2014,25.20971500000,0.1640000000,0.91000000,0.08100000,0.380000,57.9410,691.00,87.69000,,6004.00,1.120000,0.857000,-0.4410,5.3700,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,13.35928,83.30414,69.57907,320.89119,330.57500000,2.9962800;
Kepler-1972 b,Kepler-1972,b,,1,2,2022,7.54425000000,0.0800600000,0.80200000,0.07154977,0.067000,341.3000,1084.00,87.62000,,5818.00,1.384000,1.120000,0.2300,7.4000,19h13m34.87s,288.3953074,+39d52m21.02s,39.8725067,13.08704,71.27937,61.38581,300.37508,287.33900000,3.4515200;
Kepler-1972 c,Kepler-1972,c,,1,2,2022,11.32950000000,0.1049300000,0.86800000,0.07743791,0.043000,198.4000,1215.00,87.13000,,5818.00,1.384000,1.120000,0.2300,7.4000,19h13m34.87s,288.3953074,+39d52m21.02s,39.8725067,13.08704,71.27937,61.38581,300.37508,287.33900000,3.4515200;
Kepler-1976 b,Kepler-1976,b,,1,1,2023,4.95931924400,0.0565000000,12.21000000,1.08930511,0.000000,349.4000,1103.00,86.15000,,5712.00,1.082000,0.976000,0.1000,0.3000,19h28m40.09s,292.1670600,+48d43m39.12s,48.7275345,14.34495,80.71768,68.83719,313.57904,1314.51000000,0.7321410;
Kepler-1977 b,Kepler-1977,b,,1,1,2023,4.53702121000,0.0486000000,1.66000000,0.14809554,0.000000,95.6100,798.00,87.14000,,4805.00,0.688000,0.769000,-0.0600,1.3000,19h22m28.29s,290.6178587,+37d17m20.76s,37.2891002,10.40856,69.65882,58.43445,302.35235,592.71100000,1.6592800;
Kepler-1978 b,Kepler-1978,b,,1,1,2023,10.84969477000,0.0914000000,2.67000000,0.23820186,0.000000,49.3000,676.00,88.49000,,5251.00,0.778000,0.869000,-0.0400,0.6000,19h04m01.62s,286.0067312,+38d00m34.35s,38.0095407,14.02188,68.74978,60.02452,295.77216,865.51200000,1.1269900;
Kepler-1979 b,Kepler-1979,b,,1,1,2023,18.50845260000,0.1383000000,29.33000000,2.61665184,0.000000,51.3200,683.00,77.63000,,5942.00,0.938000,1.028000,-0.0600,0.4000,19h19m22.30s,289.8429062,+38d18m34.64s,38.3096220,11.40614,70.31978,59.58145,301.73578,1076.27000000,0.9012210;
Kepler-198 b,Kepler-198,b,,1,3,2014,17.79003700000,0.1310000000,2.82000000,0.25200000,0.000000,44.5490,655.00,89.66000,,5574.00,0.940000,0.995000,0.1142,0.5100,19h22m41.55s,290.6731326,+38d41m27.62s,38.6910045,10.98805,70.95869,59.77112,303.17997,495.35800000,1.9899800;
Kepler-198 c,Kepler-198,c,,1,3,2014,49.56741600000,0.2590000000,2.47000000,0.22000000,0.000000,11.3540,465.00,89.06000,,5574.00,0.940000,0.995000,0.1142,0.5100,19h22m41.55s,290.6731326,+38d41m27.62s,38.6910045,10.98805,70.95869,59.77112,303.17997,495.35800000,1.9899800;
Kepler-198 d,Kepler-198,d,,1,3,2016,1.31184443000,0.0234200000,1.53000000,0.13649746,0.000000,1444.5160,1562.00,88.78000,,5636.00,0.930000,0.970000,0.0400,3.7200,19h22m41.55s,290.6731326,+38d41m27.62s,38.6910045,10.98805,70.95869,59.77112,303.17997,495.35800000,1.9899800;
Kepler-1980 b,Kepler-1980,b,,1,1,2023,33.02571790000,0.2049000000,2.21000000,0.19716333,0.000000,23.9500,564.00,89.94000,,5819.00,0.990000,1.049000,0.1400,,19h40m40.13s,295.1672065,+38d38m13.34s,38.6370390,7.84665,72.54413,58.65787,309.68548,1709.40000000,0.5601600;
Kepler-1981 b,Kepler-1981,b,,1,1,2023,453.54212000000,1.3292000000,9.23000000,0.82344686,0.000000,5.4500,390.00,89.78000,,5874.00,3.006000,1.519000,0.1200,,19h11m54.11s,287.9754691,+38d44m25.08s,38.7402988,12.91169,70.08397,60.37396,299.13583,659.39500000,1.4877500;
Kepler-1982 b,Kepler-1982,b,,1,1,2023,3.82315697000,0.0511000000,0.77000000,0.06869492,0.000000,638.3800,1282.00,89.70000,,6202.00,1.122000,1.213000,0.2100,2.6300,19h09m38.40s,287.4099905,+39d39m31.06s,39.6586267,13.68918,70.75846,61.37235,298.73232,558.85500000,1.7607900;
Kepler-1983 b,Kepler-1983,b,,1,1,2023,7.32851947000,0.0689000000,2.33000000,0.20786903,0.000000,100.1300,807.00,85.76000,,5135.00,0.874000,0.812000,0.1200,13.7000,19h48m10.08s,297.0420150,+39d54m43.87s,39.9121864,7.19857,74.37983,59.36359,313.17881,424.42800000,2.3273900;
Kepler-1984 b,Kepler-1984,b,,1,1,2023,1.99281233900,0.0238000000,6.81000000,0.60754855,0.000000,48.8200,675.00,55.11000,,3638.00,0.420000,0.450000,-0.1400,13.8000,19h25m08.41s,291.2850446,+40d43m48.08s,40.7300225,11.46139,73.03685,61.58494,305.31210,,;
Kepler-1985 b,Kepler-1985,b,,1,1,2023,3.42064689000,0.0426000000,2.27000000,0.20251618,0.000000,382.6800,1129.00,82.03000,,5370.00,0.966000,0.877000,0.1400,,19h34m15.93s,293.5663715,+42d07m57.30s,42.1325825,10.56064,75.09485,62.35974,309.72207,,;
Kepler-1986 b,Kepler-1986,b,,1,1,2023,19.54896660000,0.1307000000,1.89000000,0.16861480,0.000000,26.6200,579.00,89.05000,,5549.00,0.732000,0.776000,-0.5400,,19h31m49.99s,292.9582727,+42d51m17.61s,42.8548909,11.28757,75.54383,63.19210,309.34377,912.08500000,1.0689200;
Kepler-1987 b,Kepler-1987,b,,1,4,2023,2.34586300200,0.0318000000,1.23000000,0.10973344,0.000000,233.3800,997.00,89.81000,,4769.00,0.714000,0.799000,0.1200,,19h43m18.11s,295.8254663,+42d56m36.14s,42.9433716,9.46660,76.61160,62.51846,313.70945,595.68300000,1.6505800;
Kepler-1987 c,Kepler-1987,c,,1,4,2023,3.64830183000,0.0427000000,1.33000000,0.11865486,0.000000,129.4400,860.00,89.75000,,4769.00,0.714000,0.799000,0.1200,,19h43m18.11s,295.8254663,+42d56m36.14s,42.9433716,9.46660,76.61160,62.51846,313.70945,595.68300000,1.6505800;
Kepler-1987 d,Kepler-1987,d,,1,4,2023,5.64491415400,0.0571000000,2.66000000,0.23730971,0.000000,72.3800,744.00,88.57000,,4769.00,0.714000,0.799000,0.1200,,19h43m18.11s,295.8254663,+42d56m36.14s,42.9433716,9.46660,76.61160,62.51846,313.70945,595.68300000,1.6505800;
Kepler-1987 e,Kepler-1987,e,,1,4,2023,8.74292005000,0.0765000000,1.92000000,0.17129122,0.000000,40.3300,643.00,89.95000,,4769.00,0.714000,0.799000,0.1200,,19h43m18.11s,295.8254663,+42d56m36.14s,42.9433716,9.46660,76.61160,62.51846,313.70945,595.68300000,1.6505800;
Kepler-1988 b,Kepler-1988,b,,1,1,2023,11.49500229000,0.1038000000,1.53000000,0.13649769,0.000000,351.7900,1105.00,79.67000,,6033.00,1.788000,1.127000,-0.1000,,19h54m41.71s,298.6738034,+43d47m43.84s,43.7955099,8.07743,78.38825,62.48468,318.55905,513.42600000,;
Kepler-1989 b,Kepler-1989,b,,1,1,2023,10.16102352800,0.0918000000,4.62000000,0.41216950,0.000000,157.9700,904.00,87.78000,,6032.00,1.060000,0.999000,-0.1400,,19h22m56.44s,290.7351869,+44d05m28.54s,44.0912620,13.27861,75.96152,64.90123,306.82919,1252.13000000,0.7700160;
Kepler-199 b,Kepler-199,b,,1,2,2014,23.63760400000,0.1580000000,3.11000000,0.27700000,0.000000,31.6790,595.00,89.97000,,5644.00,0.967000,0.960000,0.0000,1.4500,19h42m14.26s,295.5594278,+40d14m10.50s,40.2362490,8.34737,74.10843,60.06368,311.29552,521.05400000,1.8904000;
Kepler-199 c,Kepler-199,c,,1,2,2014,67.09340800000,0.3160000000,3.25000000,0.29000000,0.000000,7.8850,420.00,88.93000,,5644.00,0.967000,0.960000,0.0000,1.4500,19h42m14.26s,295.5594278,+40d14m10.50s,40.2362490,8.34737,74.10843,60.06368,311.29552,521.05400000,1.8904000;
Kepler-1990 b,Kepler-1990,b,,1,2,2023,1.73513619000,0.0286000000,3.27000000,0.29173036,0.000000,1372.8700,1554.00,89.57000,,5751.00,1.071000,1.028000,0.2100,2.5000,19h58m49.14s,299.7047433,+44d26m08.54s,44.4357068,7.76339,79.32401,62.75291,320.60547,392.73900000,2.5177300;
Kepler-1990 c,Kepler-1990,c,,1,2,2023,4.06844957000,0.0504000000,0.98000000,0.08742989,0.000000,442.0800,1170.00,86.61000,,5751.00,1.071000,1.028000,0.2100,2.5000,19h58m49.14s,299.7047433,+44d26m08.54s,44.4357068,7.76339,79.32401,62.75291,320.60547,392.73900000,2.5177300;
Kepler-1991 b,Kepler-1991,b,,1,2,2023,13.26079792000,0.1065000000,1.47000000,0.13114484,0.000000,78.7900,760.00,89.51000,,5478.00,1.053000,0.914000,0.1600,6.7600,19h00m08.65s,285.0360506,+45d04m15.57s,45.0709909,17.39498,75.23947,67.05291,298.02560,855.82000000,1.1397800;
Kepler-1991 c,Kepler-1991,c,,1,2,2023,22.79020351000,0.1528000000,2.57000000,0.22928044,0.000000,38.2700,634.00,89.94000,,5478.00,1.053000,0.914000,0.1600,6.7600,19h00m08.65s,285.0360506,+45d04m15.57s,45.0709909,17.39498,75.23947,67.05291,298.02560,855.82000000,1.1397800;
Kepler-1992 b,Kepler-1992,b,,1,1,2023,15.61122380000,0.1169000000,0.91000000,0.08118490,0.000000,38.9900,637.00,89.03000,,5383.00,0.842000,0.874000,0.0000,13.4900,19h40m21.66s,295.0902409,+45d04m51.98s,45.0811045,10.93841,78.27600,64.69497,314.46342,532.95500000,1.8475000;
Kepler-1993 b,Kepler-1993,b,,1,1,2023,26.65657370000,0.1943000000,4.15000000,0.37023884,0.000000,157.4500,903.00,88.72000,,5159.00,3.062000,1.373000,-0.0400,4.6800,19h35m11.25s,293.7968548,+45d09m38.61s,45.1607261,11.78641,77.92249,65.12258,312.55279,1031.91000000,0.9404160;
Kepler-1994 b,Kepler-1994,b,,1,1,2023,4.61225043000,0.0530000000,0.51000000,0.04549923,0.000000,268.2700,1032.00,89.95000,,5495.00,0.961000,0.932000,0.1600,5.0100,19h48m35.71s,297.1487941,+46d17m48.93s,46.2969247,10.24589,80.05739,65.20692,318.74429,241.99100000,4.1036600;
Kepler-1995 b,Kepler-1995,b,,1,1,2023,73.75788750000,0.3259000000,4.28000000,0.38183668,0.000000,4.6600,375.00,89.74000,,5029.00,0.930000,0.847000,0.4800,2.0400,18h57m22.25s,284.3427250,+46d18m59.73s,46.3165907,18.29089,76.28124,68.38245,297.66848,595.33100000,1.6512700;
Kepler-1996 b,Kepler-1996,b,,1,2,2023,32.37618300000,0.1789000000,2.26000000,0.20162404,0.000000,5.6100,392.00,88.18000,,4580.00,0.675000,0.748000,0.0800,14.0000,19h01m00.90s,285.2537555,+46d34m55.99s,46.5822183,17.79756,76.77586,68.46431,299.50853,440.56100000,2.2411600;
Kepler-1996 c,Kepler-1996,c,,1,2,2023,92.72972480000,0.3608000000,2.81000000,0.25069184,0.000000,1.3800,276.00,89.19000,,4580.00,0.675000,0.748000,0.0800,14.0000,19h01m00.90s,285.2537555,+46d34m55.99s,46.5822183,17.79756,76.77586,68.46431,299.50853,440.56100000,2.2411600;
Kepler-1997 b,Kepler-1997,b,,1,1,2023,26.75758660000,0.1815000000,2.28000000,0.20340833,0.000000,44.8600,660.00,89.29000,,6215.00,1.052000,1.111000,-0.0600,,19h49m55.40s,297.4808253,+46d35m20.89s,46.5891373,10.18663,80.42965,65.36991,319.54186,1502.34000000,0.6377920;
Kepler-1998 b,Kepler-1998,b,,1,1,2023,3.03267135000,0.0405000000,0.60000000,0.05352851,0.000000,468.3100,1187.00,88.93000,,5640.00,0.921000,0.962000,0.0600,4.2700,18h53m43.00s,283.4291536,+47d35m32.63s,47.5923973,19.31220,77.32348,69.77853,296.94090,340.96500000,2.9041000;
Kepler-1999 b,Kepler-1999,b,,1,1,2023,8.73967580000,0.0713000000,3.29000000,0.29351465,0.000000,26.1700,577.00,82.59000,,4406.00,0.628000,0.632000,-0.2400,,18h49m28.94s,282.3705675,+48d15m33.24s,48.2592340,20.19980,77.74846,70.60795,295.43609,701.25500000,1.3980500;
Kepler-20 b,Kepler-20,b,,2,6,2011,3.69610490000,0.0456500000,1.77300000,0.15817674,0.083000,331.0000,1187.00,87.36000,,5495.00,0.916400,0.929000,0.0700,5.6000,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,282.56300000,3.5102600;
Kepler-20 c,Kepler-20,c,,2,6,2011,10.85407740000,0.0936000000,2.89400000,0.25818583,0.076000,78.7000,828.00,89.81500,,5495.00,0.916400,0.929000,0.0700,5.6000,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,282.56300000,3.5102600;
Kepler-20 d,Kepler-20,d,,2,6,2011,77.61145500000,0.3474000000,2.60600000,0.23249215,0.082000,5.7100,430.00,89.70800,,5495.00,0.916400,0.929000,0.0700,5.6000,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,282.56300000,3.5102600;
Kepler-20 e,Kepler-20,e,,2,6,2011,6.09848820000,0.0637000000,0.82100000,0.07324484,0.092000,169.8000,1004.00,87.63000,,5495.00,0.916400,0.929000,0.0700,5.6000,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,282.56300000,3.5102600;
Kepler-20 f,Kepler-20,f,,2,6,2011,19.57832800000,0.1387000000,0.95200000,0.08493190,0.094000,35.9000,681.00,88.78800,,5495.00,0.916400,0.929000,0.0700,5.6000,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,282.56300000,3.5102600;
Kepler-20 g,Kepler-20,g,,2,6,2016,34.94000000000,0.2055000000,4.71000000,0.42000000,0.150000,,524.00,,,5495.00,0.963900,0.948000,0.0700,7.6000,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,282.56300000,3.5102600;
Kepler-200 b,Kepler-200,b,,1,2,2014,8.59480500000,0.0800000000,2.13000000,0.19000000,0.000000,159.0690,854.00,87.84000,,5678.00,0.944000,0.972000,-0.0060,6.3000,18h57m38.39s,284.4099503,+41d14m14.97s,41.2374928,16.40754,71.33871,63.44413,294.74147,665.91200000,1.4729100;
Kepler-200 c,Kepler-200,c,,1,2,2014,10.22215700000,0.0900000000,1.59000000,0.14200000,0.000000,126.3610,806.00,88.23000,,5678.00,0.944000,0.972000,-0.0060,6.3000,18h57m38.39s,284.4099503,+41d14m14.97s,41.2374928,16.40754,71.33871,63.44413,294.74147,665.91200000,1.4729100;
Kepler-2000 b,Kepler-2000,b,,1,2,2023,6.38315913500,0.0562000000,2.73000000,0.24355471,0.000000,18.7300,530.00,89.61000,,3757.00,0.576000,0.581000,0.4800,6.0000,19h02m17.83s,285.5743032,+49d57m43.64s,49.9621218,18.78346,80.18831,71.61056,303.19062,320.58800000,3.0909000;
Kepler-2000 c,Kepler-2000,c,,1,2,2023,20.61803480000,0.1228000000,1.57000000,0.14006626,0.000000,3.9200,359.00,89.82000,,3757.00,0.576000,0.581000,0.4800,6.0000,19h02m17.83s,285.5743032,+49d57m43.64s,49.9621218,18.78346,80.18831,71.61056,303.19062,320.58800000,3.0909000;
Kepler-2001 b,Kepler-2001,b,,1,2,2023,1.09001100300,0.0197000000,1.04000000,0.09278275,0.000000,911.2800,1402.00,83.71000,,5081.00,0.770000,0.864000,0.1200,4.0000,19h26m38.27s,291.6594558,+50d35m01.89s,50.5838585,15.41574,82.32309,70.65483,315.02491,776.55000000,1.2596200;
Kepler-2001 c,Kepler-2001,c,,1,2,2023,14.09258318900,0.1084000000,1.82000000,0.16236980,0.000000,30.1000,597.00,88.45000,,5081.00,0.770000,0.864000,0.1200,4.0000,19h26m38.27s,291.6594558,+50d35m01.89s,50.5838585,15.41574,82.32309,70.65483,315.02491,776.55000000,1.2596200;
Kepler-201 b,Kepler-201,b,,1,2,2014,25.67208300000,0.1750000000,2.46000000,0.21900000,0.000000,64.5490,683.00,87.20000,,6065.00,1.229000,1.098000,-0.0442,4.0700,19h34m30.25s,293.6260590,+41d16m22.08s,41.2728004,10.12709,74.33875,61.53566,309.19210,636.44500000,1.5427900;
Kepler-201 c,Kepler-201,c,,1,2,2014,151.88405800000,0.5730000000,2.85000000,0.25400000,0.000000,6.0330,378.00,89.27000,,6065.00,1.229000,1.098000,-0.0442,4.0700,19h34m30.25s,293.6260590,+41d16m22.08s,41.2728004,10.12709,74.33875,61.53566,309.19210,636.44500000,1.5427900;
Kepler-202 b,Kepler-202,b,,1,2,2014,4.06942700000,0.0450000000,1.63000000,0.14500000,0.000000,108.5040,802.00,89.62000,,4668.00,0.667000,0.683000,-0.2100,3.2400,18h51m53.64s,282.9734874,+41d19m18.48s,41.3217991,17.44261,71.00646,63.75510,292.40873,285.11100000,3.4785000;
Kepler-202 c,Kepler-202,c,,1,2,2014,16.28249300000,0.1130000000,1.85000000,0.16500000,0.000000,17.0700,505.00,89.46000,,4668.00,0.667000,0.683000,-0.2100,3.2400,18h51m53.64s,282.9734874,+41d19m18.48s,41.3217991,17.44261,71.00646,63.75510,292.40873,285.11100000,3.4785000;
Kepler-203 b,Kepler-203,b,,1,3,2014,3.16269700000,0.0430000000,2.57000000,0.22900000,0.000000,668.2150,1308.00,85.47000,,5821.00,1.114000,1.060000,0.0800,1.7800,19h48m21.59s,297.0899590,+41d23m17.05s,41.3880686,7.89379,75.69361,60.72585,314.31868,703.30200000,1.3932900;
Kepler-203 c,Kepler-203,c,,1,3,2014,5.37064700000,0.0610000000,2.47000000,0.22000000,0.000000,329.7880,1096.00,87.46000,,5821.00,1.114000,1.060000,0.0800,1.7800,19h48m21.59s,297.0899590,+41d23m17.05s,41.3880686,7.89379,75.69361,60.72585,314.31868,703.30200000,1.3932900;
Kepler-203 d,Kepler-203,d,,1,3,2014,11.32972000000,0.1000000000,1.44000000,0.12800000,0.000000,121.8160,855.00,89.91000,,5821.00,1.114000,1.060000,0.0800,1.7800,19h48m21.59s,297.0899590,+41d23m17.05s,41.3880686,7.89379,75.69361,60.72585,314.31868,703.30200000,1.3932900;
Kepler-204 b,Kepler-204,b,,1,2,2014,14.40097400000,0.1170000000,2.53000000,0.22600000,0.000000,79.7030,828.00,86.44000,,5812.00,1.238000,1.038000,0.0700,1.4100,19h01m23.32s,285.3471620,+41d45m42.64s,41.7618450,15.95528,72.12006,63.79308,296.55022,686.72300000,1.4273700;
